'Slipids'		0.254	0.005	#ff7b7b
'Charmm36m'		0.214	0.005	#ff0000
'Lipid17'		0.227	0.005	#a70000
'Berger'		0.260	0.005	#4e91fd
'Gromos43a1-s3'		0.310	0.005	#2c2cff
'Gromos-CPK'		0.428	0.007	#00059f
'Martini2.2'		0.293	0.006	#1E5631
'Martini3.0beta3.2'	0.251	0.005	#A4DE02
'Sirah2.1'		0.282	0.005	#cc7722
'Martini2.2p'		0.253	0.005	#76BA1B
'Martini2.3p'		0.253	0.005	#4C9A2A
'DryMartini'		0.348	0.006	#888888
'DryMartini(2016)'	0.341	0.006	#cccccc
#'DryGenepy'		NaN	NaN	#FF00FF
