'Slipids'		0.658	0.013	#ff7b7b
'Charmm36m'		0.643	0.014	#ff0000
'Lipid17'		0.680	0.014	#a70000
'Berger'		0.671	0.013	#4e91fd
'Gromos43a1-s3'		0.682	0.012	#2c2cff
'Gromos-CPK'		0.655	0.010	#00059f
'Martini2.2'		0.646	0.012	#1E5631
'Martini3.0beta3.2'	0.650	0.013	#A4DE02
'Sirah2.1'		0.621	0.012	#cc7722
'Martini2.2p'		0.653	0.013	#76BA1B
'Martini2.3p'		0.653	0.013	#4C9A2A
'DryMartini'		0.618	0.011	#888888
'DryMartini(2016)'	0.631	0.011	#cccccc
#'DryGenepy'		NaN	NaN	#FF00FF
