'Slipids'		3.71	0.06	#ff7b7b
'Charmm36m'		3.89	0.07	#ff0000
'Lipid17'		3.75	0.06	#a70000
'Berger'		3.73	0.06	#4e91fd
'Gromos43a1-s3'		3.71	0.06	#2c2cff
'Gromos-CPK'		3.82	0.05	#00059f
'Martini2.2'		3.92	0.06	#1E5631
'Martini3.0beta3.2'	3.88	0.06	#A4DE02
'Sirah2.1'		3.92	0.07	#cc7722
'Martini2.2p'		3.93	0.06	#76BA1B
'Martini2.3p'		3.93	0.06	#4C9A2A
'DryMartini'		4.29	0.06	#888888
'DryMartini(2016)'	3.89	0.06	#cccccc
#'DryGenepy'		NaN	NaN	#FF00FF
